,Emotion,Text,Clean_Text
14991,joy,When I was admitted to the Institute. I had problems with many people about my applying for this institute and I decided to prove that one can pass excellently without visiting any preparatory couse. That is - I proved what I could do on my own.,admitted Institute problems people applying institute decided prove pass excellently visiting preparatory couse  proved own
14992,fear,"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”",“  afraid tomorrow seen yesterday love today #less”
14993,sadness,omfg what have i become?! listening to ADELE on repeat alone inb my dark room. ,omfg become listening ADELE repeat inb dark room
14994,joy,Looking for syzygy?  Me too. It's a great way to win at Scrabble.  ,Looking syzygy too great way win Scrabble
14995,neutral, I got it . ,got 
14996,shame,"The kids were mortified but I thought it was a real hoot . "" ",kids mortified thought real hoot  
14997,joy,I was surrounded by enchanted listeners at today's  concert @univpugetsound Their  moves hearts. Beautiful! ,surrounded enchanted listeners todays concert   moves hearts Beautiful
14998,neutral," And if we don't need them , we won't need Zina , either . ",need  need Zina  
14999,joy,The Lions-Saints game on December 4th has been flexed to the 8:30 time slot ,LionsSaints game December 4th flexed 8:30 time slot
15000,fear,"The veterans have become increasingly alarmed at the incidence of illness -- especially cancers amongst the 20,000 who were present at the tests . ",veterans increasingly alarmed incidence illness  especially cancers 20000 present tests 
15001,anger,My friend misunderstood me.,friend misunderstood me
15002,neutral, Do you have an online edition of that magazine ? ,online edition magazine 
15003,neutral, No . ,
15004,sadness,"Depression flattens the voice almost to monotony ; movement is slowed , and a dejected facial expression is characteristic of many people when they are in a low mood . ",Depression flattens voice monotony  movement slowed  dejected facial expression characteristic people low mood 
15005,joy,"Of course , it entails extra work , but there is a sense of excitement and children like dressing up . ",course  entails extra work  sense excitement children like dressing 
15006,anger,"While playing a ball game, I was just about to make a goal when I was thrown off my feet, and I failed to score the goal.",playing ball game goal thrown feet failed score goal
15007,sadness,It's always been a tradition in my family for all the girls to go shopping Thanksgiving night. But we're not doing it this year. :( ,tradition family girls shopping Thanksgiving night were year :(
15008,sadness,&quot;awwww look at the baby cows running!&quot; &quot;yeah in about a year they'll be your steak.&quot; ,quotawwww look baby cows runningquot quotyeah year theyll steakquot
15009,anger,When my father banned me from going to his sister's home due to some misunderstanding between the two.,father banned going sisters home misunderstanding two
15010,joy,&quot;This is the day the Lord has made. I will  and be glad in it.&quot; I welcome the of living in to each day to carry me through.#luv,quotThis day Lord made glad itquot welcome living day carry through#luv
15011,joy,i FIND happiness in the simplest of things ,FIND happiness simplest things
15012,fear,Omg how could I not know that Star Movies is showing Eclipse ! Shall watch that now and get the results off my mind ,Omg know Star Movies showing Eclipse  Shall watch results mind
15013,surprise,"Avis à tous les passionnés de cuisine, gastronomie et voyage, je vous recommande vivement de suivre @MSCCroisieres #surprise",Avis à tous les passionnés de cuisine gastronomie et voyage je vous recommande vivement de suivre   #surprise
15014,fear,at what age does one gain this concept known as common sense?  ,age gain concept known common sense
15015,fear,@BrentOsburn  tells us that we've sacrificed more than others. tells us it's time 2 worry about the future. &#xA;&#xA;Luke 9:3,  tells weve sacrificed others tells time 2 worry future #xA#xALuke 9:3
15016,sadness,"Admirable effort by MSU, but they couldn't hold on. Fuuuuck.  ",Admirable effort MSU hold on Fuuuuck
15017,sadness,My stupid vevo app won't load Dx ,stupid vevo app load Dx
15018,joy, RT @Shellz2Da NY Knicks are playing on Christmas day.. ,RT   NY Knicks playing Christmas day
15019,neutral, Thank you . ,Thank 
15020,sadness,Clare was devastated and swore that she would never go back to school again . ,Clare devastated swore school 
15021,fear,On a dark night I felt that there were several people near me and I did not know who they were.,dark night felt people near know were
15022,sadness,@SciulliShoe how are you gonna get it from them? I shoulda had you keep my cd cover and have whoever stay sign it! ,  gonna them shoulda cd cover stay sign it
15023,joy,This morning will be great&amp;beautifull for all my friends in twitter. Praying that God gave you   and in ur life.Happy Sunday,morning greatampbeautifull friends twitter Praying God gave ur lifeHappy Sunday
15024,fear,"In chance of sounding redundant: Action stems from feeling, and feeling stems from thought. Or #Love",chance sounding redundant: Action stems feeling feeling stems thought #Love
15025,surprise,Omg my boyfriend actually surprised me at work today Awww #happygirlfriend,Omg boyfriend actually surprised work today Awww #happygirlfriend
15026,surprise,So i get home and my aunt from canada is randomly sitting in my house ,home aunt canada randomly sitting house
15027,sadness,@EmilySadler2 Did you leave without telling me goodbye??? :( ,  leave telling goodbye :(
15028,surprise, you are put on the spot and have to give a speech at your grandmas 80th birthday party ,spot speech grandmas 80th birthday party
15029,disgust,"@chrome1st yeah, weird stuff... Jesus dancing 'running man'... Devil tells me it looks funny but i try hard not to laff ",  yeah weird stuff Jesus dancing running man Devil tells looks funny try hard laff
15030,sadness," I'm sorry , but our university computer center only sells Macintosh equipment . ",Im sorry  university computer center sells Macintosh equipment 
15031,joy,Break! All the good that you've put out into the world is coming back to you now. Feel it flowing. Open &amp; allow. #LJB,Break good world coming now Feel flowing Open amp allow #LJB
15032,joy,"I am pleased that there has been a threefold increase in , for example , HRT prescriptions during the past 10 years . ",pleased threefold increase  example  HRT prescriptions past 10 years 
15033,joy,Bout to be another great day!!  ,Bout great day
15034,joy,Rejoice with your family in the beautiful land of life! ~Albert Einstein   ,Rejoice family beautiful land life ~Albert Einstein
15035,anger,“@mellie_jae I wanna punch somebody in the face so damn bad” what's wrong with u? Lol ,“  wanna punch somebody face damn bad” whats wrong u Lol
15036,neutral, I know . ,know 
15037,joy,@TheBodyShopUK it brings me to watch my nieces and nephews faces on Christmas eve when my dad does the famous Santa routine :),  brings watch nieces nephews faces Christmas eve dad famous Santa routine :)
15038,sadness,When I was left alone one week-end without being prepared for it.,left weekend prepared it
15039,neutral, Yes . ,Yes 
15040,joy,Bringing my cousin &amp; his friend to jingle jam &amp; they get to see drake &amp; i dontt ? #fml,Bringing cousin amp friend jingle jam amp drake amp dontt  #fml
15041,disgust,"BOPPIN ASS, DINGY ASS, TRIFLIN, ASS HOES ME.. agreed??",BOPPIN ASS DINGY ASS TRIFLIN ASS HOES ME agreed
15042,joy,All around there was the electric atmosphere of first night excitement . ,electric atmosphere night excitement 
15043,fear,Charlotte looked at Ursula and saw a frozen expression of horror on her face . ,Charlotte looked Ursula saw frozen expression horror face 
15044,fear,"Sometime back, my boyfriend and I were having a walk nearby my parent's house. Suddenly we met my grandfather and I was afraid that he would report to my parents.",back boyfriend walk nearby parents house Suddenly met grandfather afraid report parents
15045,disgust,It's time people grow up and deal with their problems instead of drinking and smoking them away  #me,time people grow deal problems instead drinking smoking away #me
15046,sadness,And here come the tears...  I wish my life was a chick flick. ,come tears wish life chick flick
15047,sadness,Don't have an advent calendar yet :( ,advent calendar :(
15048,joy,I tend to think in super positive terms...turn the bad to good &amp;make the good even better!! No time for bs...resonating :),tend think super positive termsturn bad good ampmake good better time bsresonating :)
15049,joy,Hear my name on the list attending the English lectures.,Hear list attending English lectures
15050,joy,"As If I wasnt stressed out enough having Maths, Chem and Biology exams  all on the same day, I realise now that I also have a clash. ",wasnt stressed Maths Chem Biology exams day realise clash
15051,surprise,"met pim, emile, paul en wachten op tom",met pim emile paul en wachten op tom
15052,sadness,@rogerrthatt19 Emmy he got mad at me today......first time ever ,  Emmy got mad todayfirst time
15053,surprise,Une surprise promise par l'orga à 14h. Apparemment il y aura pour tout le monde et il faut pas se bousculer  #iwantitnow,Une surprise promise par lorga à 14h Apparemment il aura pour tout le monde et il faut pas se bousculer #iwantitnow
15054,surprise,new gift for myself via @joefresh - excited for the holiday season - but being vigilant &amp; waiting till christmas to use it: ,new gift    excited holiday season  vigilant amp waiting till christmas use it:
15055,joy,"It was also due to a barbaric delight in high-sounding verbiage , and probably this was the most powerful reason for its use . ",barbaric delight highsounding verbiage  probably powerful reason use 
15056,surprise,"Playing basketball two hours away standing in the huddle, look up in the stands @kinstoppable13 is sitting there hmmm much",Playing basketball hours away standing huddle look stands   sitting hmmm
15057,neutral," It ’ s almost impossible to get the right balance . If you are too strict , kids might ignore you . If you are too lenient , they might go wild . ",’ impossible right balance  strict  kids ignore  lenient  wild 
15058,fear,I was afraid of moving away from home and moving to Helsinki for my studies.,afraid moving away home moving Helsinki studies
15059,joy,I love hearing people laughhhh ,love hearing people laughhhh
15060,surprise,@AshTordiffe Glad it went well :) Book'n'duvet sounds perfect. We're having a British weather day too ,  Glad went :) Booknduvet sounds perfect Were British weather day
15061,sadness,Just realized how much I really liked my TA on the last day of class. ,realized liked TA day class
15062,sadness,"Now her vivid imagination had no difficulty in showing her how Mark 's last drive alone must have been , how miserable he must have felt . ",vivid imagination difficulty showing Mark s drive  miserable felt 
15063,sadness,Turns out @BrianPShea is the poor-man's Nathan Drake. But he cannot pull off the half-tuck. ,Turns   poormans Nathan Drake pull halftuck
15064,joy,"Bill 'll be so thrilled ! "" ",Bill ll thrilled  
15065,surprise,@TheRealTRizzo OMG Wallace hit a pass on a sideline!! He has touch and accuracy after all... ,  OMG Wallace hit pass sideline touch accuracy all
15066,fear,Excitement and are a matched pair.  Excitement without #fear is not excitement. #learning #innovate #creativity #DFMA,Excitement matched pair Excitement #fear excitement #learning #innovate #creativity #DFMA
15067,surprise,@RiskyBusinessMB so the show in boston was so epic i decided im coming to another show but im not gonna tell you which one ;) ,  boston epic decided im coming im gonna tell )
15068,sadness,Nicky looked crestfallen but did not dare argue with Constance when she was in this mood . ,Nicky looked crestfallen dare argue Constance mood 
15069,anger,He looked at her with exasperation when she just gazed at him with wide deep blue eyes . ,looked exasperation gazed wide deep blue eyes 
15070,fear,"doubt is the root of all , that would make #Faith the strongest thing on earth!!!",doubt root  #Faith strongest thing earth
15071,sadness," Oh , that hurts . ",Oh  hurts 
15072,fear,"I was seven years old and swimming outside the flags at the Gold Coast. I was caught in a rip and taken out about 100 m. I couldn't swim too well, but an older friend (17) swam out and saved me.",seven years old swimming outside flags Gold Coast caught rip taken 100 m swim well older friend (17) swam saved me
15073,surprise,Hugh Laurie sounds pretty good on The One Show right now. ,Hugh Laurie sounds pretty good right now
15074,joy,"Uma novidade pra vcs em primeira mão, chegaram os biquínis da nova coleção da Joy e são muito lindos! #corujinha",Uma novidade pra vcs em primeira mão chegaram os biquínis da nova coleção da Joy e são muito lindos #corujinha
15075,sadness,It hasn't eeven been a whole day since the end of Marching Season....and I already miss it.....,eeven day end Marching Seasonand miss it
15076,anger,"When I was studying in the library - preparing for a test, two people sitting next to me talked to each other for 20 minutes.  There were no other seats so I could not go elsewhere and I did   not want to interrupt them, so I could only be angry in my heart.",studying library  preparing test people sitting talked 20 minutes seats want interrupt them angry heart
15077,joy," In fact , they ’ re both very excited about the coming baby . Evelyn imagines what their baby would be look like , since one parent is American and the other one is Chinese . ",fact  ’ excited coming baby  Evelyn imagines baby look like  parent American Chinese 
15078,joy,setting myself up to crash and burn... ,setting crash burn
15079,fear,"Horror by gunfire differs little from horror inflicted by the guillotine , sword or wheel , it seems , and sheer bestiality lurks only fractionally below the veneer of so-called civilized societies . ",Horror gunfire differs little horror inflicted guillotine  sword wheel   sheer bestiality lurks fractionally veneer socalled civilized societies 
15080,sadness,When my grandfather died.,grandfather died
15081,fear,This would be the worse day for anyone to get blocked by @WellYoureWrong ,worse day blocked  
15082,anger,"And Victoria now pulled her granddaughter past the indignant old lady , whose face was expressing shock . ",Victoria pulled granddaughter past indignant old lady  face expressing shock 
15083,anger, Why don ’ t you try to be clearer about your intentions ? ,’ try clearer intentions 
15084,sadness,"A lone jelly bean tumbles, unable to escape the metal edge at the top of the escalator. #solitude #eternity",lone jelly bean tumbles unable escape metal edge escalator #solitude #eternity
15085,surprise,@GuttaCEO Meet Up With @mickymunday bra lets release the you know what ;) ,  Meet   bra lets release know )
15086,sadness, I went to the library and lost my bag . ,went library lost bag 
15087,anger,"I suffer from a disease of my muscles. Therefore, I am only able to attend lectures for half a day. So, sometimes I miss obligatory lectures. However, the teachers do not take into account my disease, and punish me with detention work, resulting in an overload.",suffer disease muscles Therefore able attend lectures half day So miss obligatory lectures However teachers account disease punish detention work resulting overload
15088,joy,@EmilyRD_ lol Iont know that seems very girlie! !! The punches just sound dope &quot;o yea Tav dogged me for my b-day&quot; I can hear it now ,  lol Iont know girlie  punches sound dope quoto yea Tav dogged bdayquot hear
15089,neutral, I don ’ t believe that . ,’ believe 
15090,joy,I tell you! A good prayer service is better than 10 birthdays!! :D,tell you good prayer service better 10 birthdays :D
15091,joy,☼ HAPPY THANKSGIVING to ALL of YOU! ☼ Continue to share YOUR Light! ☼   ,☼ HAPPY THANKSGIVING YOU ☼ Continue share Light ☼
15092,neutral, I see . who ’ s the head of your household ? , ’ head household 
15093,joy,"Saw @actuallyNPH in The Muppets. Two weeks ago in that same theater/seat, I watched him attempt to have his way with a dancer in  ",Saw   Muppets weeks ago theater/seat watched attempt way dancer
15094,anger,The sheriff had said the most likely explanation was that the father had become exasperated . ,sheriff said likely explanation father exasperated 
15095,anger, It ’ s infuriating . I have to be in Rome by five . ,’ infuriating  Rome 
15096,anger,"He said he was cross with you because you keep calling him Mr Vass . "" ",said cross calling Mr Vass  
15097,fear,The silence that followed was finally broken by a nervous laugh from one of the men-at-arms . ,silence followed finally broken nervous laugh menatarms 
15098,joy, He's Taipei's most famous calligraphy master ! Quick ! Get in line ! ,Hes Taipeis famous calligraphy master  Quick  line 
15099,surprise,"@UltimateEars I will go to the mall, find a stranger wearing white Apple earbuds and give them a quality replacement! #Win1Give1",  mall find stranger wearing white Apple earbuds quality replacement #Win1Give1
15100,joy,Love is the highest vibration in the Universe. It sends shivers of up my spine!  for   and ,Love highest vibration Universe sends shivers spine
15101,sadness,My fianceleft me for my best friend.,fianceleft best friend
15102,fear,is the weapon of choice used by bullies and cowards who feel powerless-2 control and manipulate others 4 their own means,weapon choice bullies cowards feel powerless2 control manipulate 4 means
15103,sadness,My family insists on getting food they know I can't eat... #lametweet,family insists getting food know cant eat #lametweet
15104,fear,"Oohh Yeees ☺☺ RT @RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less",Oohh Yeees ☺☺ RT   afraid tomorrow seen yesterday love today #less
15105,anger,I had been in love with a certain young man who pretended to love me but one day I found out that he had another girlfriend who was also a friend of mine.,love certain young man pretended love day found girlfriend friend mine
15106,surprise,Letters are the best things for feeling better #somany,Letters best things feeling better #somany
15107,sadness, Maybe it is the most difficult period of my family have experienced . ,Maybe difficult period family experienced 
15108,neutral," Hi , Mary . ",Hi  Mary 
15109,joy,I was very happy when I discovered that I had passed my first year examination and was among the thirty students who would major in economics.,happy discovered passed year examination thirty students major economics
15110,fear,Big thanks to @JoeyRyanOnline for the picture. Made my night ,Big thanks   picture night
15111,surprise,"I made pie, and its good!!! ",pie good
15112,surprise,"I'm quite surprised Egypt only mustered a 62% turnout in their elections. More than us, yes, but... what are those 38% thinking? ",Im surprised Egypt mustered 62% turnout elections us yes but 38% thinking
15113,fear,"And the of the #LORD fell on all the kingdoms of the lands that were around #Judah, so that they did not make war against Jehoshaphat.",#LORD fell kingdoms lands #Judah war Jehoshaphat
15114,fear,"people protesting corruption in other countries are to be applauded. you should protesters in the US, they obviously hate freedom.",people protesting corruption countries applauded protesters US obviously hate freedom
15115,sadness,To his great sorrow he could never recall his mother . ,great sorrow recall mother 
15116,fear,Speaking in front of a large group of people.,Speaking large group people
15117,surprise, gone get some tonite!!!! From a boy surprise !!,gone tonite boy surprise 
15118,sadness,Coursework... rain... darkness... lame. ,Coursework rain darkness lame
15119,anger,"The Lancashire members were furious when they heard that Gooch and the other England selectors had axed Red Rose favourite Phil DeFreitas , preferring Essex pacemen Neil Foster and Mark Ilott . ",Lancashire members furious heard Gooch England selectors axed Red Rose favourite Phil DeFreitas  preferring Essex pacemen Neil Foster Mark Ilott 
15120,surprise,Farewell party for one of my buddy @sarathtwi in a while :-D for his 1yr break in his coll life ! He'd ve least expected it ! :-D ,Farewell party buddy   :D 1yr break coll life  Hed expected  :D
15121,joy,got a simple schedule next week...exams every day but monday n thursday...smdh,got simple schedule weekexams day monday n thursdaysmdh
15122,joy,I think I'm the only girl whose mom won't let her go shopping on Black Friday.  ,think Im girl mom let shopping Black Friday
15123,sadness,"` God give me strength , "" he yelled , instantly turning his attention back to the younger man who stood before him , and whose woebegone expression would have been comical were it not so pitiful . ", God strength   yelled  instantly turning attention younger man stood  woebegone expression comical pitiful 
15124,joy,comes from a consistent daily seeking and longing for relationship w/ Christ; He honors by doing what He always does: Provides!,comes consistent daily seeking longing relationship w/ Christ honors does: Provides
15125,sadness,Why do I have absolutely NO pictures from black and white senior year? ,absolutely pictures black white senior year
15126,neutral, What ? ,
15127,joy,"@iPithom call a shrink, then jump him! ",  shrink jump him
15128,joy,I will never be perfect while I live on this earth. Never. Until the day I meet you Face to face. ,perfect live earth Never day meet Face face
15129,surprise,@hearnesie71 sleep overs Tuesday after hockey!  and Wednesday we can have baking fiesta  for your bday!   #HAPPYBIRTHDAY,  sleep overs Tuesday hockey Wednesday baking fiesta bday #HAPPYBIRTHDAY
15130,joy,God's purpose to be glorified and our longing to be satisfied succeed together// #Purpose,Gods purpose glorified longing satisfied succeed together// #Purpose
15131,fear,"Its like time runs to me, runs to me faster, fastest. Oh how I make my self beating no well  ♬   ♬  ",like time runs me runs faster fastest Oh self beating ♬ ♬
15132,joy,&quot;An unwavering gladness of heart that transcends our outward circumstances.&quot; ,quotAn unwavering gladness heart transcends outward circumstancesquot
15133,anger,"At first Anne felt indignant with Joe , but when she thought it over , realised the good sense of his warning . ",Anne felt indignant Joe  thought  realised good sense warning 
15134,fear,"Mr McWhinney ( 55 ) , of Drumhark Road , Comber , died instantly when his single engined Pulsar plunged to the ground in front of horrified spectators . ",Mr McWhinney ( 55 )  Drumhark Road  Comber  died instantly single engined Pulsar plunged ground horrified spectators 
15135,sadness, having my heart broken...I hope to never go through a pain like that again. ,heart brokenI hope pain like again
15136,sadness,2011...WHATZ WRONG WITH YOU !? wanna delete !!!!!  these  &amp; !!!! #Nothing good!!!!,2011WHATZ WRONG  wanna delete  amp  #Nothing good
15137,sadness,i had actual Thanksgiving food today... but no pie ,actual Thanksgiving food today pie
15138,fear,"One evening, while going to meet a friend of mine, I had to cross a meadow by a dark road.  There were bushes on the other side of the road.  The weather was damp and a bit foggy.  I heard steps behind me and kept speeding up my steps all the time.",evening going meet friend mine cross meadow dark road bushes road weather damp bit foggy heard steps kept speeding steps time
15139,joy,"@TheBodyShopUK easy! When my autistic son is having a cuddly day (had one yesterday), so much  :-D",  easy autistic son cuddly day (had yesterday) :D
15140,neutral, So he had the boxes wrapped in plastic . ,boxes wrapped plastic 
15141,joy,"I sit next to a person that i can't stand in english, ",sit person cant stand english
15142,joy,Each...has 2 find... from within...unaffected by outside circumstances.~Gandhi @aheartswhispers  ,Eachhas 2 find withinunaffected outside circumstances~Gandhi  
15143,joy,"I met a dear friend of mine after a long time.  I expressed my feelings in our own usual way, by mutual scolding and abusing (with complete understanding) and by touching, patting and taking the hand of the other person, etc...",met dear friend long time expressed feelings usual way mutual scolding abusing (with complete understanding) touching patting taking hand person etc
15144,joy,"Susan , I am inviting you and Frank to our house warming party this weekend . ",Susan  inviting Frank house warming party weekend 
15145,shame,"` When Liz came back there was raucous laughter and she felt humiliated . "" ", Liz came raucous laughter felt humiliated  
15146,surprise,"Another party at work, another one full of cunts ",party work cunts
15147,joy,Landlords were not pleased to find that their apartment blocks had overnight become the property of the tenants . ,Landlords pleased find apartment blocks overnight property tenants 
15148,joy,Just kicked off the shoes now wait for  its an  show full and @MadisonPettis22 with her gr8 #SWAG she be #SWAGING,kicked shoes wait   gr8 #SWAG #SWAGING
15149,joy, lies in the of achievement and the thrill of creative effort.,lies achievement thrill creative effort
15150,surprise,Can't wait for Friday!!! It's gonna be awesome :) #fun #stand,Cant wait Friday gonna awesome :) #fun #stand
15151,fear,Edward concealed his dismay . ,Edward concealed dismay 
15152,anger,"After staying sober so my friends could get home safe, with the promise of petrol money - I return home with no petrol and no money. ",staying sober friends home safe promise petrol money  return home petrol money
15153,joy,(MIRACLE SCRIPTURE 700 B.C.) Behold the virgin shall conceive &amp; bear a Son &amp; shall call His name Immanuel. Is 7:14     ,(MIRACLE SCRIPTURE 700 BC) Behold virgin shall conceive amp bear Son amp shall Immanuel 7:14
15154,joy,@NickWallsteadt @kwallsteadt you guys are pretty much the cats Jammie's. Great job today Nick! U reminded me to bring out/start advent ,    guys pretty cats Jammies Great job today Nick U reminded bring out/start advent
15155,joy,Love Christmas time  #basketball!!!,Love Christmas time #basketball
15156,joy,George drove past and felt a terrible anger replace his elation . ,George drove past felt terrible anger replace elation 
15157,joy,My sister and brother in law returned from Sri Lanka where they adopted a child. I went to pick them up at the airport.,sister brother law returned Sri Lanka adopted child went pick airport
15158,fear,&quot;Anger is just fear turned inwards.&quot; #quotes,quotAnger fear turned inwardsquot #quotes
15159,joy,Glad that class is over. Time for study hall and then a break and then more study hall then night class. ,Glad class over Time study hall break study hall night class
15160,joy,"` Well , he was pleased when you agreed to this . ",  pleased agreed 
15161,surprise,Bon je vais chez le coiffeur. Je sais pas comment je vais revenir. ,Bon je vais chez le coiffeur Je sais pas comment je vais revenir
15162,anger,y niggas n college......AND STILL PRESSED smfh. RT @Jamal_R I remember when I was pressed for pussy. I was like 14,niggas n collegeAND PRESSED smfh RT   remember pressed pussy like 14
15163,neutral, So what ? ,
15164,sadness,Kinda feels weird having people grow up in a faster pace than me ,Kinda feels weird people grow faster pace
15165,anger,"The elite were offended , but the common people loved it . ",elite offended  common people loved 
15166,fear,The greatest mistake you can make in life is to be continually fearing you will make one. ~ Elbert Hubbard #courage,greatest mistake life continually fearing one ~ Elbert Hubbard #courage
15167,joy,@jesseyjoy comprare el cd uds tdo por ti @solamentejoy no acostumbro el pop xq soy reggaetonero pro tdo x !&lt;3,  comprare el cd uds tdo por ti   acostumbro el pop xq soy reggaetonero pro tdo x lt3
15168,joy,Psych study guide DONE  now I need to study it... ,Psych study guide need study it
15169,joy,What are your 3 Christmas wishes? Share it with us.  #Love #Forever,3 Christmas wishes Share us #Love #Forever
15170,sadness,When you have to get up to get off the bus but you got comfy in your spot :'( ,bus got comfy spot :(
15171,fear,"The  will be  into   and it will keep on saying, Is there any  A muslim hell fire.",saying muslim hell fire
15172,anger,"But , determined that he should n't have the satisfaction of seeing her vexation , she said drily , ` Do n't mention it ; I 'm only glad it was n't rush-hour . "" ", determined nt satisfaction seeing vexation  said drily   nt mention  m glad nt rushhour  
15173,joy,"@Josepf that is true! I do tend to skip while walking, jump in puddles and giggle :-D Just like mom taught me, is contagious!",  true tend skip walking jump puddles giggle :D like mom taught me contagious
15174,fear," Yes , he was . I'm not imagining it.Finally , just when I got home , I turned around and looked at him.He was just standing there . He didn't smile . He just stood there . It was so obvious.What should I do ? I'm so scared . Can I call the police ? ",Yes   Im imagining itFinally  got home  turned looked himHe standing  smile  stood  obviousWhat  Im scared  police 
15175,sadness," I know , Janet . I just walked out and forgot it completely . I ’ ll go home and get it at noon , all right ? ",know  Janet  walked forgot completely  ’ home noon  right 
15176,sadness,UGH  my tea for two is broken! ,UGH tea broken
15177,neutral, Why not ? ,
15178,joy,Thought I was going to see  today instead I got to see varsity boys ,Thought going today instead got varsity boys
15179,fear,"not afraid of tomorrow, for I have seen yesterday and I love today #less",afraid tomorrow seen yesterday love today #less
15180,joy,"just bought Sunless '97 , &quot;Making Waves&quot; EP on ITUNES !!! @sunless97 ",bought Sunless 97  quotMaking Wavesquot EP ITUNES   
15181,fear,"My brother had bowel obstruction, having heard that he was going for surgery, I was afraid he might not come back to life after hearing of the General Anaesthesia.",brother bowel obstruction heard going surgery afraid come life hearing General Anaesthesia
15182,joy,The next-door neighbours from hell have got their decorations up and they have a thing that plays 'Jingle Bells' incessantly. ,nextdoor neighbours hell got decorations thing plays Jingle Bells incessantly
15183,joy, That ’ s it . Thank you . ,’  Thank 
15184,joy,Let lead your way today!!! Follow your flow &amp; get your #glow!,Let lead way today Follow flow amp #glow
15185,sadness, lets hear it  sleep with josh someone... @fanzoid321 @fanzinator let's hear it  ,lets hear sleep josh someone     lets hear
15186,anger,When I got a low grade in an administration course.,got low grade administration course
15187,joy,"Sunday morning. Love it. Win Saturday, day of rest today. Coffee brewing, toast popping, books waiting. Space. Quiet.   ",Sunday morning Love it Win Saturday day rest today Coffee brewing toast popping books waiting Space Quiet
15188,fear, Too bad . I really like it . ,bad  like 
15189,neutral, Why ? ,
15190,surprise,@KaileyCarfield so i guess ur ditching me on the hole idea to go to terre haute.? ,  guess ur ditching hole idea terre haute
15191,neutral, Nine ... but I'll be ten on May 1st.When is your birthday ? , Ill 1stWhen birthday 
15192,anger,When I was put into a tennis team below my standard.,tennis team standard
15193,anger,"And I 'm mad at you , you 've no ambition . ",m mad  ve ambition 
15194,fear,"♥ RT @RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less",♥ RT   afraid tomorrow seen yesterday love today #less
15195,joy,"1st flight accomplished, lunch, &amp; tthen another airplane ",1st flight accomplished lunch amp tthen airplane
15196,fear,I'm not actually writing a physics exam today ,Im actually writing physics exam today
15197,sadness,"Well , it's too bad that we like different kinds of movies . Maybe we're just different kinds of people . ", bad like different kinds movies  Maybe were different kinds people 
15198,sadness,Fuck the world and free the weak ,Fuck world free weak
15199,disgust,"every time you come near me or come talk to the people I'm talking to, it makes want to murder you. I don't want to see your face. ",time come near come talk people Im talking to makes want murder you want face
15200,joy,"He laughed , showing his white , sharp teeth , pleased with his joke . ",laughed  showing white  sharp teeth  pleased joke 
15201,joy,Uh wonderful i have to finsh a whole book today... ,Uh wonderful finsh book today
15202,sadness,"Half a week after that encounter , Charlie had heard that his beloved had parted from the man with great grief , and was in need of tender care . ",Half week encounter  Charlie heard beloved parted man great grief  need tender care 
15203,fear,"When I saw a TV program on the North American military plan called \The startwar\"".""",saw TV program North American military plan called \The startwar\
15204,sadness,"That moment when you're expecting a text from someone, you hear your phone chime, but find that it was just an e-mail. ",moment expecting text someone hear phone chime find email
15205,sadness,"I had been living in an overseas city and made the decision to leave the city and come home about 12 months before I met a whole new set of friends, leaving them at the airport was sad and traumatic as they had helped me in many ways and I knew I wouldn't see many of them again.",living overseas city decision leave city come home 12 months met new set friends leaving airport sad traumatic helped ways knew again
15206,joy, The counselors were so nice too . It was the best summer ever . Except for all those mosquitoes ! ,counselors nice  best summer  mosquitoes 
15207,anger,Anger with boyfriend's best friend for alienating me and blaming me for personality changes in my boyfriend and changes in my boyfriend's attitude to him and his obvious egoistical attitude himself in doing so. I also lost one of my best friends - his girlfriend.,Anger boyfriends best friend alienating blaming personality changes boyfriend changes boyfriends attitude obvious egoistical attitude so lost best friends  girlfriend
15208,surprise,i would lose sleep for @sarahschwind_10  and @a_decrane10  any night! ,lose sleep     night
15209,fear,Don't believe the lights..look me in my eyes…please don't be scared of me @Drake ,believe lightslook eyes…please scared  
15210,fear,was going 2 drive to the docs 2day but i hate driving in the rain so my momma gotta take me.,going 2 drive docs 2day hate driving rain momma gotta me
15211,neutral," Well , you always say you're busy . ", busy 
15212,joy," It's a nice cinema , isn't it ? ",nice cinema  
15213,anger, How many chances should I give you ? I've given up on you ! ,chances  Ive given 
15214,neutral, She will be 86 next month . ,86 month 
15215,joy,Another shitty and rainy monday morning ,shitty rainy monday morning
15216,joy,Want to make my Pilates class but appear to have a mountain of paper on my desk ,Want Pilates class appear mountain paper desk
15217,joy,Felt joy a few years ago when I was away on holiday. And sat very close to my best friend looking straight into the eyes.,Felt joy years ago away holiday sat close best friend looking straight eyes
15218,sadness,"Rosemary Sandford of Darlington Association on Disability , said they were saddened and disappointed they were not given the opportunity to express their views at the meeting . ",Rosemary Sandford Darlington Association Disability  said saddened disappointed given opportunity express views meeting 
15219,joy,happy thanksgiving y'all. be thankful. ,happy thanksgiving yall thankful
15220,disgust,"Some hoes try too hard to get some simple attention, put those boobs up.. ",hoes try hard simple attention boobs up
